age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,date,latitude,longitude,contact_month,contact_year,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth
50,unemployed,MARRIED,high.school,False,False,True,telephone,38,12,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-09-17,25.943,-102.352,9,2016,112373,1,2,2012-11-22,25
38,technician,MARRIED,professional.course,False,False,False,telephone,127,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-02-21,48.704,-88.128,2,2015,8353,2,2,2012-09-03,13
25,blue-collar,SINGLE,basic.4y,False,True,False,telephone,1681,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,True,2016-04-02,26.306,-108.629,4,2016,116151,1,1,2012-09-13,13
38,technician,MARRIED,high.school,False,False,False,telephone,208,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-02-22,38.728,-80.469,2,2017,152335,2,2,2012-07-25,15
42,self-employed,MARRIED,university.degree,False,False,False,telephone,518,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-08-16,26.652,-112.742,8,2016,137792,2,2,2012-10-31,30
65,retired,MARRIED,basic.4y,True,True,False,telephone,316,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-08-26,40.723,-123.421,8,2015,162389,0,2,2012-08-13,1
37,technician,SINGLE,university.degree,False,False,False,telephone,171,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-12-19,44.182,-67.458,12,2019,66776,1,1,2012-03-08,4
29,admin.,SINGLE,basic.9y,True,False,False,telephone,272,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-05-10,26.951,-114.389,5,2015,139781,2,1,2012-05-10,29
38,blue-collar,MARRIED,professional.course,False,True,False,telephone,143,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-10-14,42.609,-124.81,10,2017,169125,1,2,2012-06-05,19
45,blue-collar,DIVORCED,basic.9y,False,True,False,telephone,572,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-09-14,33.782,-106.374,9,2018,151874,1,0,2012-06-14,2
30,admin.,MARRIED,university.degree,False,False,False,telephone,573,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-09-10,44.504,-90.237,9,2017,41246,1,2,2012-02-12,31
37,admin.,DIVORCED,university.degree,False,True,False,telephone,244,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-11-11,43.411,-89.991,11,2018,89737,0,0,2012-06-13,25
51,entrepreneur,MARRIED,basic.4y,True,True,False,telephone,384,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-04-30,39.293,-83.061,4,2015,33923,0,2,2012-03-03,14
39,technician,DIVORCED,professional.course,False,False,False,telephone,240,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-09-15,42.545,-102.621,9,2015,73134,2,1,2012-11-18,28
44,unemployed,DIVORCED,high.school,True,True,False,telephone,269,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-05-02,40.553,-110.053,5,2018,144277,1,2,2012-07-11,23
38,blue-collar,MARRIED,basic.9y,True,True,False,telephone,488,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-10-19,26.459,-67.461,10,2016,169074,1,0,2012-03-29,14
30,management,SINGLE,university.degree,False,True,False,telephone,83,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2016-11-24,45.18,-99.606,11,2016,11996,2,1,2012-01-29,9
46,admin.,MARRIED,high.school,False,True,False,telephone,100,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-06-30,40.955,-82.005,6,2016,120113,1,0,2012-10-15,27
34,blue-collar,MARRIED,basic.6y,True,True,False,telephone,811,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-02-07,36.01,-117.222,2,2018,114009,2,2,2012-02-19,28
57,management,MARRIED,basic.9y,False,False,False,telephone,890,26,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-11-28,32.739,-84.115,11,2016,115845,1,2,2012-02-23,28
47,blue-collar,DIVORCED,basic.9y,True,False,False,telephone,159,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-09-30,45.635,-123.637,9,2017,118926,1,0,2012-07-28,19
45,admin.,DIVORCED,university.degree,False,False,False,telephone,681,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,True,2018-04-15,45.911,-97.084,4,2018,69334,2,2,2012-10-09,19
36,technician,MARRIED,basic.9y,False,False,False,telephone,443,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-01-04,39.024,-120.365,1,2016,106402,2,0,2012-10-11,12
45,blue-collar,DIVORCED,basic.9y,False,False,False,telephone,1162,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-08-18,27.873,-71.18,8,2017,140429,0,0,2012-10-14,26
56,entrepreneur,MARRIED,university.degree,False,False,True,telephone,1697,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,True,2016-11-22,30.862,-104.719,11,2016,153178,2,0,2012-01-10,18
28,blue-collar,SINGLE,basic.6y,False,False,False,telephone,244,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2018-11-11,37.203,-68.851,11,2018,52244,0,1,2012-06-10,17
30,admin.,SINGLE,high.school,False,False,False,telephone,860,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,True,2018-05-21,36.463,-86.934,5,2018,120972,1,1,2012-08-17,18
49,housemaid,DIVORCED,basic.6y,False,True,False,telephone,295,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-11-15,32.975,-87.782,11,2015,171400,2,1,2012-04-11,17
38,technician,MARRIED,high.school,True,True,False,telephone,139,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-08-13,25.033,-113.397,8,2016,31634,0,1,2012-05-19,25
60,retired,MARRIED,professional.course,True,False,False,telephone,280,5,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-05-11,30.089,-95.261,5,2019,101475,2,1,2012-06-13,2
26,admin.,MARRIED,basic.9y,False,True,False,telephone,86,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-06-16,34.387,-109.159,6,2016,90024,2,0,2012-08-19,32
39,technician,MARRIED,professional.course,False,False,False,telephone,154,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-06-09,44.104,-105.262,6,2016,165906,1,2,2012-09-03,7
39,technician,MARRIED,professional.course,True,False,False,telephone,113,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-04-20,42.616,-115.717,4,2018,57715,1,2,2012-05-22,22
29,admin.,SINGLE,basic.9y,True,True,False,telephone,83,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2018-07-27,34.017,-71.248,7,2018,121440,0,2,2012-03-14,9
49,technician,DIVORCED,university.degree,True,True,True,telephone,297,8,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-02-22,35.324,-104.027,2,2016,72816,1,2,2012-11-30,21
48,management,MARRIED,university.degree,False,True,True,telephone,291,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-03-29,35.521,-121.97,3,2016,63465,1,1,2012-05-21,9
37,self-employed,MARRIED,high.school,False,False,True,telephone,394,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-01-17,40.28,-107.647,1,2015,148791,2,1,2012-07-16,28
37,technician,MARRIED,university.degree,True,True,False,telephone,72,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-08-21,45.475,-98.913,8,2018,75572,0,0,2012-08-10,27
38,blue-collar,MARRIED,basic.9y,True,False,False,telephone,151,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-02-12,47.206,-75.036,2,2018,34740,0,2,2012-11-21,19
57,services,DIVORCED,high.school,False,True,False,telephone,312,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-06-30,30.18,-119.298,6,2019,105610,1,0,2012-03-09,15
39,technician,SINGLE,professional.course,True,False,False,telephone,474,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-01-19,39.517,-105.007,1,2019,116821,2,2,2012-02-15,23
42,blue-collar,DIVORCED,basic.9y,False,False,False,telephone,189,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2017-01-20,27.464,-69.522,1,2017,76890,0,2,2012-08-14,25
52,services,MARRIED,high.school,False,False,False,telephone,91,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2017-06-05,45.719,-114.391,6,2017,81558,1,1,2012-08-28,19
55,admin.,MARRIED,university.degree,True,True,True,telephone,232,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-10-03,29.766,-74.774,10,2019,151754,2,1,2012-03-18,24
39,technician,MARRIED,professional.course,False,True,False,telephone,446,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-08-28,28.016,-80.659,8,2015,41515,2,0,2012-04-17,29
38,admin.,MARRIED,high.school,False,False,False,telephone,153,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-06-16,27.127,-104.677,6,2018,15061,1,0,2012-05-06,32
38,services,DIVORCED,high.school,False,False,False,telephone,111,5,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-12-15,48.203,-90.983,12,2015,27115,2,2,2012-08-22,5
57,services,DIVORCED,high.school,False,True,False,telephone,72,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-10-31,39.333,-83.246,10,2017,121791,0,2,2012-12-28,10
53,blue-collar,MARRIED,basic.4y,True,False,False,telephone,559,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2018-10-27,39.766,-87.737,10,2018,26051,0,0,2012-11-11,14
32,blue-collar,DIVORCED,basic.9y,False,False,False,telephone,205,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-05-10,48.021,-70.689,5,2017,57953,0,1,2012-04-17,32
34,services,MARRIED,high.school,True,True,False,telephone,189,7,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-06-30,42.952,-88.154,6,2019,10774,0,0,2012-04-28,27
43,management,MARRIED,university.degree,False,False,False,telephone,237,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-01-26,47.67,-71.949,1,2019,113122,1,2,2012-07-03,32
31,admin.,MARRIED,high.school,False,False,False,telephone,230,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-06-17,27.686,-86.125,6,2016,98688,1,2,2012-09-01,25
24,unemployed,SINGLE,university.degree,False,False,False,telephone,96,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-12-26,25.2,-99.256,12,2015,64860,1,1,2012-08-04,25
39,self-employed,MARRIED,university.degree,False,True,False,telephone,162,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-11-11,40.214,-81.125,11,2019,61793,1,2,2012-12-18,20
32,services,MARRIED,high.school,True,True,False,telephone,127,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-03-18,39.664,-109.765,3,2018,86814,1,0,2012-08-20,15
38,blue-collar,MARRIED,basic.9y,True,True,False,telephone,239,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-11-20,48.402,-107.522,11,2017,102883,1,1,2012-02-25,31
53,admin.,SINGLE,university.degree,True,True,False,telephone,222,5,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-09-08,30.662,-70.146,9,2019,167880,0,1,2012-05-29,16
31,technician,MARRIED,high.school,False,True,False,telephone,69,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-09-24,26.22,-85.064,9,2019,138266,1,1,2012-01-24,27
41,services,SINGLE,basic.6y,True,True,True,telephone,501,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-05-05,46.881,-102.493,5,2018,15369,1,1,2012-04-25,24
56,admin.,MARRIED,university.degree,True,False,False,telephone,192,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-01-21,39.064,-123.652,1,2017,132596,2,1,2012-01-31,27
42,blue-collar,DIVORCED,basic.4y,False,True,False,telephone,273,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-12-19,29.563,-69.419,12,2018,89937,0,0,2012-09-04,5
49,blue-collar,MARRIED,basic.9y,False,True,False,telephone,281,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-11-26,31.113,-104.789,11,2019,122239,1,0,2012-02-06,1
32,admin.,SINGLE,university.degree,False,True,False,telephone,175,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-08-09,45.73,-113.24,8,2016,163736,0,0,2012-01-21,26
47,admin.,MARRIED,high.school,False,False,False,telephone,465,11,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-02-28,40.918,-96.736,2,2018,121756,0,2,2012-04-24,24
34,blue-collar,MARRIED,basic.6y,True,True,False,telephone,175,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-06-22,41.332,-103.663,6,2017,143898,1,0,2012-06-07,31
56,technician,MARRIED,high.school,False,True,False,telephone,87,14,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-09-03,41.126,-117.45,9,2017,98541,0,0,2012-03-01,1
28,admin.,SINGLE,high.school,False,True,False,telephone,292,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-02-06,41.679,-107.254,2,2015,115337,0,1,2012-06-02,1
34,admin.,SINGLE,high.school,False,True,False,telephone,49,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2016-04-14,46.1,-76.479,4,2016,162264,0,2,2012-08-11,11
30,blue-collar,SINGLE,high.school,True,True,False,telephone,198,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-02-18,40.701,-79.499,2,2016,16343,0,2,2012-11-27,30
38,admin.,MARRIED,high.school,False,True,True,telephone,23,16,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-09-04,43.571,-83.479,9,2017,97951,1,0,2012-02-08,13
39,technician,MARRIED,professional.course,False,True,True,telephone,575,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-08-12,45.203,-107.104,8,2015,180063,1,1,2012-09-06,20
31,blue-collar,MARRIED,basic.6y,True,True,True,telephone,67,5,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2016-05-12,43.792,-101.317,5,2016,99896,1,1,2012-03-11,3
29,admin.,SINGLE,university.degree,False,True,False,telephone,248,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-07-22,28.299,-87.812,7,2019,101009,1,1,2012-11-13,23
31,self-employed,MARRIED,university.degree,False,False,False,telephone,108,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-05-15,34.936,-67.671,5,2016,13572,2,1,2012-05-09,10
25,self-employed,SINGLE,university.degree,False,True,False,telephone,373,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-09-04,46.42,-117.181,9,2017,144473,0,1,2012-11-23,14
40,services,SINGLE,university.degree,False,False,False,telephone,112,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2018-04-10,45.012,-84.596,4,2018,110312,2,2,2012-12-30,24
35,blue-collar,SINGLE,basic.9y,True,False,False,telephone,395,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-09-07,36.711,-94.529,9,2015,64854,1,2,2012-09-30,29
36,services,MARRIED,high.school,False,True,False,telephone,229,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-02-09,29.706,-106.783,2,2016,142080,2,2,2012-08-06,16
43,services,MARRIED,high.school,True,True,True,telephone,54,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-10-05,45.961,-95.231,10,2018,162025,1,0,2012-08-11,18
49,management,MARRIED,university.degree,False,True,False,telephone,135,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-09-11,37.833,-93.954,9,2015,82371,0,1,2012-04-21,26
29,blue-collar,MARRIED,high.school,False,False,False,telephone,357,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-12-12,48.514,-117.202,12,2019,50536,1,1,2012-05-21,5
38,unemployed,DIVORCED,university.degree,False,True,False,telephone,152,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2017-11-20,47.804,-75.165,11,2017,118461,2,1,2012-04-15,32
32,blue-collar,MARRIED,basic.6y,False,False,True,telephone,36,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-12-13,41.722,-103.188,12,2015,107271,2,0,2012-06-07,10
35,self-employed,MARRIED,university.degree,False,True,False,telephone,206,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-12-21,41.418,-105.537,12,2015,177638,2,2,2012-07-09,1
39,self-employed,MARRIED,basic.4y,True,False,False,telephone,389,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-03-09,36.844,-116.268,3,2015,114358,0,1,2012-11-20,22
37,services,SINGLE,professional.course,True,False,False,telephone,314,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-12-14,38.098,-113.987,12,2017,156441,1,2,2012-11-10,15
54,admin.,MARRIED,high.school,False,False,False,telephone,66,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-08-04,27.68,-116.271,8,2018,177788,2,0,2012-01-30,25
35,admin.,MARRIED,university.degree,True,True,False,telephone,86,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-02-18,40.908,-102.972,2,2019,14293,1,2,2012-05-22,22
32,technician,MARRIED,professional.course,False,False,False,telephone,489,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-03-02,38.011,-91.384,3,2017,101803,0,2,2012-12-28,7
55,technician,MARRIED,basic.6y,True,True,False,telephone,85,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-03-03,35.105,-112.617,3,2016,7472,2,2,2012-09-07,27
30,blue-collar,MARRIED,basic.9y,False,False,True,telephone,117,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-09-02,35.554,-84.219,9,2018,110393,2,1,2012-11-14,30
50,blue-collar,DIVORCED,basic.9y,True,False,False,telephone,832,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-11-13,42.044,-122.675,11,2018,98774,1,1,2012-09-23,4
25,blue-collar,SINGLE,basic.4y,False,False,False,telephone,149,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-04-03,35.891,-82.459,4,2016,25782,1,0,2012-05-22,19
52,management,DIVORCED,university.degree,False,False,False,telephone,634,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-04-07,39.393,-86.43,4,2015,52583,0,2,2012-07-16,25
42,self-employed,MARRIED,basic.9y,False,False,False,telephone,173,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-11-26,47.163,-92.809,11,2016,18110,1,0,2012-10-13,25
38,blue-collar,MARRIED,basic.9y,False,True,False,telephone,151,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-02-22,48.438,-123.22,2,2019,52034,2,2,2012-08-05,24
45,admin.,MARRIED,high.school,False,True,False,telephone,987,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-02-24,35.397,-87.123,2,2019,50989,0,0,2012-07-22,16
33,admin.,SINGLE,university.degree,False,True,False,telephone,66,13,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-01-14,30.141,-77.744,1,2017,34651,0,0,2012-01-13,32
30,blue-collar,MARRIED,basic.9y,False,True,False,telephone,139,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2018-04-05,38.033,-108.58,4,2018,124810,0,2,2012-09-08,31
26,services,DIVORCED,basic.6y,False,False,False,telephone,281,15,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-07-04,33.008,-104.95,7,2019,12631,0,1,2012-02-20,7
51,services,MARRIED,high.school,True,False,False,telephone,132,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-08-27,42.596,-115.295,8,2016,46964,2,1,2012-05-23,26
34,services,MARRIED,basic.9y,False,True,True,telephone,369,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-06-19,46.693,-88.107,6,2016,156190,2,1,2012-02-27,9
33,services,DIVORCED,high.school,False,True,True,telephone,88,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-05-14,38.486,-87.76,5,2016,149048,2,1,2012-05-31,20
40,blue-collar,DIVORCED,unknown,False,True,True,telephone,799,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,True,2015-11-27,47.03,-94.034,11,2015,28832,2,0,2012-12-10,10
43,blue-collar,MARRIED,high.school,True,True,True,telephone,671,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-04-12,32.408,-92.41,4,2015,14260,1,2,2012-07-09,32
48,services,MARRIED,high.school,True,True,False,telephone,397,9,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-09-09,39.054,-104.848,9,2018,11507,0,0,2012-08-11,32
56,services,DIVORCED,high.school,True,True,False,telephone,935,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2017-04-28,30.935,-81.481,4,2017,94999,1,1,2012-08-09,29
37,management,MARRIED,university.degree,False,True,False,telephone,189,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-03-06,49.331,-101.127,3,2019,176651,0,0,2012-06-11,26
31,blue-collar,SINGLE,basic.9y,True,True,False,telephone,165,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-09-21,34.779,-101.988,9,2015,34163,0,2,2012-01-27,24
50,blue-collar,MARRIED,basic.4y,True,True,True,telephone,21,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2017-08-04,29.404,-79.706,8,2017,174456,1,0,2012-11-16,16
38,entrepreneur,MARRIED,basic.6y,False,True,True,telephone,234,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-11-14,41.199,-83.541,11,2018,131499,2,0,2012-07-14,15
37,admin.,SINGLE,university.degree,False,False,False,telephone,81,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2016-07-01,43.065,-76.457,7,2016,28081,1,2,2012-11-24,10
35,admin.,SINGLE,high.school,False,True,False,telephone,59,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-04-15,48.466,-70.832,4,2015,70087,2,1,2012-10-29,27
43,blue-collar,MARRIED,basic.4y,False,False,False,telephone,233,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-06-21,43.425,-110.672,6,2018,28439,2,1,2012-10-31,1
40,self-employed,DIVORCED,unknown,False,False,False,telephone,1161,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-02-11,40.495,-74.296,2,2019,107626,2,2,2012-03-19,12
35,services,MARRIED,high.school,False,False,False,telephone,265,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2016-10-30,49.126,-118.497,10,2016,137271,1,0,2012-10-23,17
36,services,SINGLE,high.school,False,False,False,telephone,173,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-05-27,25.176,-119.288,5,2015,165210,2,2,2012-04-20,13
29,housemaid,SINGLE,high.school,False,True,False,telephone,178,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2015-02-28,46.336,-106.198,2,2015,154344,1,1,2012-09-22,3
38,services,SINGLE,basic.9y,True,True,False,telephone,203,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-09-04,29.419,-120.028,9,2019,78866,0,0,2012-03-13,10
36,services,SINGLE,high.school,False,False,False,telephone,45,9,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-11-30,39.784,-119.178,11,2018,157755,2,1,2012-04-24,8
46,entrepreneur,MARRIED,professional.course,False,False,False,telephone,86,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-05-21,39.762,-86.511,5,2019,97868,2,2,2012-08-25,18
37,blue-collar,SINGLE,high.school,False,True,True,telephone,131,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-10-12,43.023,-92.369,10,2019,170080,1,2,2012-02-08,9
26,admin.,MARRIED,university.degree,False,False,False,telephone,239,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-03-25,25.621,-78.381,3,2019,141540,2,2,2012-11-25,12
47,blue-collar,MARRIED,basic.6y,True,False,False,telephone,207,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-10-18,27.979,-77.931,10,2019,144019,2,1,2012-12-08,5
36,blue-collar,MARRIED,high.school,True,False,False,telephone,713,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-11-10,49.067,-96.09,11,2018,40286,0,1,2012-10-04,10
28,admin.,SINGLE,university.degree,False,False,False,telephone,165,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2017-02-27,31.284,-98.957,2,2017,128825,1,0,2012-12-06,20
50,admin.,MARRIED,high.school,False,False,False,telephone,260,5,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-04-21,46.179,-102.599,4,2019,113429,2,0,2012-12-28,23
32,blue-collar,MARRIED,basic.9y,False,False,False,telephone,923,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,True,2015-02-21,35.875,-70.935,2,2015,115337,1,2,2012-02-17,23
39,technician,MARRIED,professional.course,False,True,False,telephone,150,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-08-22,43.882,-123.457,8,2019,44507,1,0,2012-12-11,24
37,services,MARRIED,basic.6y,False,False,False,telephone,155,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2019-04-07,29.624,-97.41,4,2019,19331,1,1,2012-03-30,30
46,entrepreneur,MARRIED,university.degree,True,False,False,telephone,433,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-05-09,45.769,-112.937,5,2015,40195,2,1,2012-12-05,13
49,admin.,DIVORCED,high.school,False,True,False,telephone,202,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.61,51910,False,2015-12-13,29.042,-90.362,12,2015,82621,1,0,2012-04-10,24
33,services,MARRIED,high.school,True,False,False,telephone,227,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2018-04-01,37.808,-96.745,4,2018,142596,0,1,2012-01-09,20
55,technician,MARRIED,high.school,False,False,False,telephone,214,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.858,51910,False,2019-12-25,49.197,-69.49,12,2019,84226,0,2,2012-12-26,9
